Feature	Energy
v16;j1-1	0.029442165
v16;j1-2	-0.04446608
v16;j1-3	0.033969063
v17;j2-7	0.0033515468
v17;j2-6	0.01768434
v17;j2-5	0.024625622
v17;j2-4	-0.036465235
v17;j2-3	-0.010624427
v17;j2-2	0.025495961
v17;j2-1	-0.010199182
v17;j1-4	-0.007125847
v17;j1-5	0.0026707165
v17;j1-6	0.0046466663
v17;j1-1	-0.03034929
v17;j1-2	0.02297242
v17;j1-3	0.001384601
v14;j2-7	0.08047499
v14;j2-6	-0.049326845
v14;j2-5	-0.011184137
v14;j2-4	-0.022498123
v14;j2-3	0.07956282
v14;j2-2	0.07325277
v14;j2-1	0.09020684
v14;j1-4	-0.0059958408
v14;j1-5	0.022945711
v14;j1-6	0.033520795
v14;j1-1	0.037506763
v14;j1-2	0.022453437
v14;j1-3	0.03719973
v15;j2-7	0.032874208
v15;j2-6	-0.00596795
v15;j2-5	-0.030411452
v15;j2-4	0.06343393
v15;j2-3	0.0005835147
v15;j2-2	-0.017757915
v15;j2-1	-0.0054960893
v15;j1-4	0.03390391
v15;j1-5	0.047359653
v15;j1-6	-0.023541195
v15;j1-1	-0.03837883
v15;j1-2	0.044897992
v15;j1-3	-0.010196562
v6-8;j2-7	-0.012657688
v6-8;j2-6	-0.02373626
v6-8;j2-5	0.0759611
v6-8;j2-4	-0.010850648
v6-8;j2-3	0.01384107
v6-8;j2-2	-0.030381689
v6-8;j2-1	0.04839662
v6-8;j1-4	-0.013708995
v6-8;j1-5	0.068296626
v6-8;j1-6	0.030100789
v6-8;j1-1	-0.002213869
v6-8;j1-2	0.057139073
v6-8;j1-3	0.0575431
v6-4;j2-7	0.0790912
v6-4;j2-6	0.005502333
v6-4;j2-5	0.08118266
v6-4;j2-4	-0.020404974
v6-4;j2-3	-0.07203953
v6-4;j2-2	-0.056292336
v6-4;j2-1	0.002521814
v6-4;j1-4	0.05903126
v6-4;j1-5	0.033955503
v6-4;j1-6	0.045382943
v6-4;j1-1	-0.0023522642
v6-4;j1-2	-0.007713953
v6-4;j1-3	-0.023400696
v29-1;j2-7	0.016002059
v29-1;j2-6	0.036032848
v29-1;j2-5	0.01077824
v29-1;j2-4	0.061524246
v29-1;j2-3	-0.0025182376
v29-1;j2-2	-0.016039079
v29-1;j2-1	0.030975822
v29-1;j1-4	0.061561685
v29-1;j1-5	0.068672985
v29-1;j1-6	0.06267922
v29-1;j1-1	-0.040619604
v29-1;j1-2	0.06315399
v29-1;j1-3	0.046030447
v6-3;j2-7	0.0028797332
v6-3;j2-6	-0.021906614
v6-3;j2-5	-0.039536953
v6-3;j2-4	0.025849855
v6-3;j2-3	-0.003175362
v6-3;j2-2	-0.07375321
v6-3;j2-1	-0.028899409
v6-3;j1-4	-0.06900345
v6-3;j1-5	-0.03852177
v6-3;j1-6	-0.005129109
v6-3;j1-1	-0.08574513
v6-3;j1-2	-0.033615578
v6-3;j1-3	-0.06462508
v7-2;j2-7	0.0076424973
v7-2;j2-6	0.0035527032
v7-2;j2-5	-0.0752922
v7-2;j2-4	0.012286652
v7-2;j2-3	0.022133665
v7-2;j2-2	-0.0045714397
v7-2;j2-1	0.011122797
v7-2;j1-4	-0.04837833
v7-2;j1-5	-0.03639209
v7-2;j1-6	-0.068847485
v7-2;j1-1	-0.03206848
v7-2;j1-2	-0.008821921
v7-2;j1-3	-0.08191085
v7-4;j2-7	0.07212279
v7-4;j2-6	0.045061436
v7-4;j2-5	-0.0024558213
v7-4;j2-4	0.04023503
v7-4;j2-3	0.009731485
v7-4;j2-2	-0.00411628
v7-4;j2-1	0.0051517277
v7-4;j1-4	0.024092834
v7-4;j1-5	0.080791004
v7-4;j1-6	0.06548643
v7-4;j1-1	0.03942037
v7-4;j1-2	0.07249254
v7-4;j1-3	0.0669953
v6-5;j2-7	-0.02694302
v6-5;j2-6	0.022441776
v6-5;j2-5	-0.0034088443
v6-5;j2-4	-0.01200303
v6-5;j2-3	-0.024986794
v6-5;j2-2	-0.039817534
v6-5;j2-1	-0.036651034
v6-5;j1-4	-0.072699636
v6-5;j1-5	-0.05641253
v6-5;j1-6	-0.060241394
v6-5;j1-1	-0.07109349
v6-5;j1-2	-0.07733404
v6-5;j1-3	-0.079947844
v7-7;j2-7	0.07370619
v7-7;j2-6	-0.018699992
v7-7;j2-5	0.019746073
v7-7;j2-4	0.0437955
v7-7;j2-3	0.01936047
v7-7;j2-2	0.00455365
v7-7;j2-1	0.050756108
v7-7;j1-4	-0.032903742
v7-7;j1-5	0.006034661
v7-7;j1-6	0.06589602
v7-7;j1-1	0.040694248
v7-7;j1-2	-0.019331038
v7-7;j1-3	-0.041058056
v20-1;j2-7	-0.016590036
v20-1;j2-6	0.027499376
v20-1;j2-5	0.052512445
v20-1;j2-4	0.057444576
v20-1;j2-3	0.020328129
v20-1;j2-2	-0.000391295
v20-1;j2-1	-0.004935739
v20-1;j1-4	0.01884576
v20-1;j1-5	-0.006364776
v20-1;j1-6	0.086087994
v20-1;j1-1	0.08212415
v20-1;j1-2	0.0400703
v20-1;j1-3	0.05572944
v5-5;j2-7	-0.009186472
v5-5;j2-6	0.0052432967
v5-5;j2-5	-0.039325856
v5-5;j2-4	0.02312149
v5-5;j2-3	0.0064682225
v5-5;j2-2	-0.06501368
v5-5;j2-1	-0.05751492
v5-5;j1-4	-0.01882297
v5-5;j1-5	0.021915268
v5-5;j1-6	-0.0025479011
v5-5;j1-1	0.034074467
v5-5;j1-2	0.03695943
v5-5;j1-3	0.05407874
v7-8;j2-7	0.011477466
v7-8;j2-6	0.015332601
v7-8;j2-5	0.0499542
v7-8;j2-4	0.03730736
v7-8;j2-3	0.016663177
v7-8;j2-2	-0.015406752
v7-8;j2-1	0.0036557037
v7-8;j1-4	0.011922547
v7-8;j1-5	-0.00846074
v7-8;j1-6	-0.020556144
v7-8;j1-1	-0.047033206
v7-8;j1-2	-0.010329889
v7-8;j1-3	-0.06392781
v7-6;j2-7	0.017979546
v7-6;j2-6	0.026699003
v7-6;j2-5	-0.019396577
v7-6;j2-4	-0.025472276
v7-6;j2-3	0.05015146
v7-6;j2-2	-0.021388913
v7-6;j2-1	0.019762075
v7-6;j1-4	-0.04748529
v7-6;j1-5	0.017521227
v7-6;j1-6	0.060791984
v7-6;j1-1	0.029076403
v7-6;j1-2	0.050620276
v7-6;j1-3	-0.025708104
v27;j2-7	-0.006935443
v27;j2-6	-0.0067955633
v27;j2-5	0.026713554
v27;j2-4	0.0018659544
v27;j2-3	0.021731585
v27;j2-2	0.050449498
v27;j2-1	-0.011245554
v27;j1-4	0.07385829
v27;j1-5	0.010098402
v27;j1-6	-0.041995514
v27;j1-1	-0.0048846705
v27;j1-2	0.053712387
v27;j1-3	0.06755079
v26;j2-7	0.047508918
v26;j2-6	0.0009836219
v26;j2-5	-0.016747769
v26;j2-4	0.035664365
v26;j2-3	-0.039737847
v26;j2-2	-0.03241556
v26;j2-1	0.03260564
v26;j1-4	0.050586276
v26;j1-5	0.00521829
v26;j1-6	-0.020270236
v26;j1-1	-0.0030786917
v26;j1-2	-0.01020794
v26;j1-3	-0.045421384
v28;j2-7	0.014813546
v28;j2-6	-0.04037482
v28;j2-5	0.05798651
v28;j2-4	-0.0500782
v28;j2-3	-0.024854792
v28;j2-2	-0.03698604
v28;j2-1	0.025857298
v28;j1-4	-0.046486426
v28;j1-5	-0.03131981
v28;j1-6	-0.0520814
v28;j1-1	-0.06543675
v28;j1-2	-0.031016575
v28;j1-3	0.010853188
v6-7;j2-7	0.033240415
v6-7;j2-6	-0.0023376495
v6-7;j2-5	-0.051079217
v6-7;j2-4	0.010336399
v6-7;j2-3	0.030291095
v6-7;j2-2	-0.023840686
v6-7;j2-1	0.014034547
v6-7;j1-4	-0.048822716
v6-7;j1-5	-0.037939556
v6-7;j1-6	-0.06158248
v6-7;j1-1	-0.011502254
v6-7;j1-2	-0.025952019
v6-7;j1-3	0.026057335
v5-1;j2-7	0.03699941
v5-1;j2-6	0.02507679
v5-1;j2-5	-0.045372486
v5-1;j2-4	0.0072370614
v5-1;j2-3	-0.062229287
v5-1;j2-2	-0.070549995
v5-1;j2-1	-0.06950553
v5-1;j1-4	0.024614988
v5-1;j1-5	0.020970033
v5-1;j1-6	-0.022894679
v5-1;j1-1	-0.021136481
v5-1;j1-2	-0.04691397
v5-1;j1-3	0.014577925
v12-1;j2-7	0.029844344
v12-1;j2-6	0.049729966
v12-1;j2-5	-0.018889792
v12-1;j2-4	0.02644933
v12-1;j2-3	-0.06608493
v12-1;j2-2	-0.017945062
v12-1;j2-1	0.002478987
v12-1;j1-4	0.035347342
v12-1;j1-5	-0.056284837
v12-1;j1-6	-0.041631106
v12-1;j1-1	0.037370406
v12-1;j1-2	0.044566687
v12-1;j1-3	-0.068236396
v1;j2-7	-0.051869012
v1;j2-6	0.03286487
v1;j2-5	-0.0010763558
v1;j2-4	0.04149571
v1;j2-3	-0.011094257
v1;j2-2	0.0348827
v1;j2-1	-0.0021860804
v1;j1-4	-0.038794875
v1;j1-5	-0.011947832
v1;j1-6	0.025643222
v1;j1-1	0.028977674
v1;j1-2	-0.033965725
v1;j1-3	-0.06489176
v12-3;j2-7	0.029523123
v12-3;j2-6	-0.075236
v12-3;j2-5	-0.018137788
v12-3;j2-4	-0.014350625
v12-3;j2-3	-0.018119393
v12-3;j2-2	-0.044881888
v12-3;j2-1	-0.066943064
v12-3;j1-4	-0.04727349
v12-3;j1-5	0.012391955
v12-3;j1-6	-0.042351652
v12-3;j1-1	-0.06083548
v12-3;j1-2	0.00013331184
v12-3;j1-3	-0.040406298
v12-2;j2-7	0.02857824
v12-2;j2-6	0.04367044
v12-2;j2-5	-0.03490394
v12-2;j2-4	0.019231807
v12-2;j2-3	0.029952576
v12-2;j2-2	-0.042749435
v12-2;j2-1	0.041700803
v12-2;j1-4	0.040763687
v12-2;j1-5	-0.055012178
v12-2;j1-6	-0.017431255
v12-2;j1-1	-0.019494541
v12-2;j1-2	0.04090821
v12-2;j1-3	-0.036115788
v10-3;j2-7	-0.022880998
v10-3;j2-6	0.037209485
v10-3;j2-5	-0.03003395
v10-3;j2-4	-0.006368514
v10-3;j2-3	0.0030068408
v10-3;j2-2	0.02829785
v10-3;j2-1	0.021163607
v10-3;j1-4	-0.0030431002
v10-3;j1-5	0.017559728
v10-3;j1-6	0.015704751
v10-3;j1-1	-0.05925974
v10-3;j1-2	-0.021868387
v10-3;j1-3	-0.025824882
v10-2;j2-7	0.04192822
v10-2;j2-6	0.057901133
v10-2;j2-5	0.015705029
v10-2;j2-4	0.06391804
v10-2;j2-3	0.016163008
v10-2;j2-2	-0.027591154
v10-2;j2-1	-0.08568584
v10-2;j1-4	-0.004210214
v10-2;j1-5	0.033691883
v10-2;j1-6	-0.042820167
v10-2;j1-1	0.026470711
v10-2;j1-2	-0.026042212
v10-2;j1-3	-0.032233145
v10-1;j2-7	-0.01446296
v10-1;j2-6	-0.039927818
v10-1;j2-5	0.07494062
v10-1;j2-4	0.06525601
v10-1;j2-3	-0.039017126
v10-1;j2-2	0.0375816
v10-1;j2-1	-0.022232259
v10-1;j1-4	-0.016129445
v10-1;j1-5	0.05333204
v10-1;j1-6	-0.0065441937
v10-1;j1-1	0.07314496
v10-1;j1-2	0.007527602
v10-1;j1-3	0.0043049254
v24-1;j2-7	0.076676674
v24-1;j2-6	0.031944495
v24-1;j2-5	0.012215408
v24-1;j2-4	0.011194735
v24-1;j2-3	0.052909475
v24-1;j2-2	0.03787082
v24-1;j2-1	0.064492844
v24-1;j1-4	0.020759514
v24-1;j1-5	0.02868051
v24-1;j1-6	0.05175558
v24-1;j1-1	0.028356872
v24-1;j1-2	0.08539568
v24-1;j1-3	0.03098228
v23-1;j2-7	0.027453111
v23-1;j2-6	0.02577866
v23-1;j2-5	0.00076597964
v23-1;j2-4	0.048418466
v23-1;j2-3	-0.052619632
v23-1;j2-2	-0.035060927
v23-1;j2-1	-0.025112322
v23-1;j1-4	0.016419401
v23-1;j1-5	0.015244285
v23-1;j1-6	-0.04869388
v23-1;j1-1	-0.05244214
v23-1;j1-2	-0.031192295
v23-1;j1-3	-0.023721755
v9;j2-7	0.059336703
v9;j2-6	0.06433126
v9;j2-5	0.010400517
v9;j2-4	0.03400363
v9;j2-3	0.041961487
v9;j2-2	-0.026862303
v9;j2-1	0.06848284
v9;j1-4	0.032537464
v9;j1-5	0.04917374
v9;j1-6	-0.0043831416
v9;j1-1	0.056803312
v9;j1-2	-0.012281439
v9;j1-3	-0.0002765262
v5-3;j2-7	-0.04260426
v5-3;j2-6	0.013241954
v5-3;j2-5	-0.034292284
v5-3;j2-4	0.04439851
v5-3;j2-3	0.013995061
v5-3;j2-2	-0.03335657
v5-3;j2-1	-0.026455324
v5-3;j1-4	-0.02011152
v5-3;j1-5	-0.049301475
v5-3;j1-6	-0.05972951
v5-3;j1-1	0.014369535
v5-3;j1-2	-0.025870578
v5-3;j1-3	-0.06450458
v7-9;j2-7	0.039285757
v7-9;j2-6	-0.013789175
v7-9;j2-5	0.038021475
v7-9;j2-4	-0.0019721137
v7-9;j2-3	-0.01943332
v7-9;j2-2	-0.027419677
v7-9;j2-1	-0.06502223
v7-9;j1-4	-0.07833019
v7-9;j1-5	0.01420174
v7-9;j1-6	-0.07371469
v7-9;j1-1	-0.06242823
v7-9;j1-2	-0.05184233
v7-9;j1-3	-0.011876747
v11-2;j2-7	-0.00096383254
v11-2;j2-6	-0.0129853645
v11-2;j2-5	0.0046125855
v11-2;j2-4	-0.00732682
v11-2;j2-3	0.016298998
v11-2;j2-2	0.01554414
v11-2;j2-1	0.03584387
v11-2;j1-4	-0.048946444
v11-2;j1-5	0.022035893
v11-2;j1-6	-0.031454563
v11-2;j1-1	-0.004435226
v11-2;j1-2	0.035297852
v11-2;j1-3	-0.04473049
v11-3;j2-7	0.033807334
v11-3;j2-6	0.012989733
v11-3;j2-5	0.05086495
v11-3;j2-4	-0.02453149
v11-3;j2-3	-0.0074510905
v11-3;j2-2	0.043654162
v11-3;j2-1	0.05737705
v11-3;j1-4	0.05831727
v11-3;j1-5	0.059682813
v11-3;j1-6	-0.009925099
v11-3;j1-1	0.006816217
v11-3;j1-2	0.03774532
v11-3;j1-3	0.0052415184
v11-1;j2-7	-0.0065508336
v11-1;j2-6	-0.0012853021
v11-1;j2-5	-0.025273247
v11-1;j2-4	0.06374641
v11-1;j2-3	-0.015201495
v11-1;j2-2	-0.010251933
v11-1;j2-1	0.0068874373
v11-1;j1-4	-0.035615925
v11-1;j1-5	0.074554265
v11-1;j1-6	0.0011209091
v11-1;j1-1	0.02292733
v11-1;j1-2	0.01688234
v11-1;j1-3	0.047423005
v3-2;j2-7	-0.04905259
v3-2;j2-6	-0.059609126
v3-2;j2-5	-0.033743825
v3-2;j2-4	-0.07725404
v3-2;j2-3	-0.031391658
v3-2;j2-2	0.020991229
v3-2;j2-1	-0.0076269666
v3-2;j1-4	-0.05771111
v3-2;j1-5	-0.049831722
v3-2;j1-6	-0.06177321
v3-2;j1-1	-0.052909322
v3-2;j1-2	0.0078038853
v3-2;j1-3	-0.0066087195
v2;j2-7	0.023193069
v2;j2-6	0.020246565
v2;j2-5	-0.019200169
v2;j2-4	-0.012418125
v2;j2-3	-0.047696672
v2;j2-2	-0.011955943
v2;j2-1	0.016091792
v2;j1-4	-0.008527604
v2;j1-5	-0.08938028
v2;j1-6	-0.0102010025
v2;j1-1	-0.023477506
v2;j1-2	-0.048551016
v2;j1-3	0.0165779
v3-1;j2-7	-0.043295987
v3-1;j2-6	-0.07911557
v3-1;j2-5	-0.0087779835
v3-1;j2-4	-0.0036267145
v3-1;j2-3	0.021732954
v3-1;j2-2	0.0028450564
v3-1;j2-1	-0.011744472
v3-1;j1-4	-0.006529431
v3-1;j1-5	0.0039036998
v3-1;j1-6	0.03378422
v3-1;j1-1	-0.075715415
v3-1;j1-2	0.019270685
v3-1;j1-3	-0.02988073
v7-1;j2-7	-0.04603313
v7-1;j2-6	0.0074436218
v7-1;j2-5	0.056046158
v7-1;j2-4	0.019207321
v7-1;j2-3	-0.028366
v7-1;j2-2	-0.05437552
v7-1;j2-1	-0.01681009
v7-1;j1-4	0.045204766
v7-1;j1-5	0.009009682
v7-1;j1-6	-0.04982558
v7-1;j1-1	0.001790788
v7-1;j1-2	-0.053850573
v7-1;j1-3	0.050611965
v6-9;j2-7	0.036767773
v6-9;j2-6	-0.050596192
v6-9;j2-5	0.052088115
v6-9;j2-4	0.018089104
v6-9;j2-3	0.042587858
v6-9;j2-2	0.053662725
v6-9;j2-1	0.026912885
v6-9;j1-4	-0.022010675
v6-9;j1-5	0.021480003
v6-9;j1-6	0.012778947
v6-9;j1-1	0.039063696
v6-9;j1-2	0.04481028
v6-9;j1-3	0.046329144
v4-1;j2-7	0.04640614
v4-1;j2-6	0.025673352
v4-1;j2-5	-0.03891431
v4-1;j2-4	0.07010467
v4-1;j2-3	-0.044399712
v4-1;j2-2	0.029293913
v4-1;j2-1	0.029721666
v4-1;j1-4	-0.056980778
v4-1;j1-5	-0.017055977
v4-1;j1-6	0.01590194
v4-1;j1-1	0.009929438
v4-1;j1-2	-0.0010972057
v4-1;j1-3	0.030499058
v12-5;j2-7	-0.03637908
v12-5;j2-6	0.03495375
v12-5;j2-5	-0.011452155
v12-5;j2-4	-0.050511982
v12-5;j2-3	0.03223571
v12-5;j2-2	-0.023692636
v12-5;j2-1	0.02601018
v12-5;j1-4	0.022537835
v12-5;j1-5	-0.05412887
v12-5;j1-6	-0.017420476
v12-5;j1-1	-0.022853622
v12-5;j1-2	-0.014852237
v12-5;j1-3	0.02066581
v4-3;j2-7	-0.032014843
v4-3;j2-6	-0.018335916
v4-3;j2-5	0.028684422
v4-3;j2-4	0.0060180393
v4-3;j2-3	-0.028352305
v4-3;j2-2	-0.07453865
v4-3;j2-1	-0.035702065
v4-3;j1-4	-0.06473092
v4-3;j1-5	-0.02671711
v4-3;j1-6	-0.03314947
v4-3;j1-1	-0.04749177
v4-3;j1-2	-0.074719526
v4-3;j1-3	-0.08225569
v4-2;j2-7	0.01137564
v4-2;j2-6	-0.0577559
v4-2;j2-5	-0.010536918
v4-2;j2-4	0.00037802604
v4-2;j2-3	-0.051963154
v4-2;j2-2	0.0052137356
v4-2;j2-1	-0.005665515
v4-2;j1-4	0.0048318547
v4-2;j1-5	-0.037506927
v4-2;j1-6	-0.00077808864
v4-2;j1-1	-0.04356874
v4-2;j1-2	-0.06250218
v4-2;j1-3	-0.055871837
v25-1;j2-7	0.06822638
v25-1;j2-6	0.021611216
v25-1;j2-5	-0.0012549137
v25-1;j2-4	0.07450381
v25-1;j2-3	0.028646523
v25-1;j2-2	0.05869576
v25-1;j2-1	0.0862682
v25-1;j1-4	0.005767115
v25-1;j1-5	0.013299692
v25-1;j1-6	-0.01506283
v25-1;j1-1	0.037354372
v25-1;j1-2	0.038997624
v25-1;j1-3	0.032583002
v12-4;j2-7	-0.04444899
v12-4;j2-6	-0.08194374
v12-4;j2-5	-0.024982398
v12-4;j2-4	0.018084003
v12-4;j2-3	-0.0008185174
v12-4;j2-2	-0.06034725
v12-4;j2-1	-0.07693223
v12-4;j1-4	0.017914252
v12-4;j1-5	-0.04283569
v12-4;j1-6	0.023286648
v12-4;j1-1	0.00046011107
v12-4;j1-2	-0.014073575
v12-4;j1-3	-0.035202786
